User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Iron Ape,@IronmanAMCape,2022-09-27T19:17:52.000Z,"Iron Ape
@IronmanAMCape
·
Sep 27, 2022@NevadaGoldMines
 @NewmontCorp
 @BarrickGold
 #AMC Mighty quite.
GOLD APE
@TheGoldApe
·
Sep 27, 2022
Replying to @EmilyRose4Truth and @ShaySan73273786
M&A INCOMING $HYMC
1",,,1
LuckyD1c3,@Lucky_D1c3,2022-09-27T17:51:44.000Z,"LuckyD1c3
@Lucky_D1c3
·
Sep 27, 2022Not much to see here... then BoOM! #omi now #orosur at 
@OrosurM
 #mining #goldmining #newmont #agnico #tin #tinmining 
@NewmontCorp
 @agnicoeagle
 @JrMiningNetwork
 #orosurmining
GLA!
GIF
1",,,1
Iron Ape,@IronmanAMCape,2022-09-27T17:17:48.000Z,"Iron Ape
@IronmanAMCape
·
Sep 27, 2022@CEOAdam
 @DianeG_CEO
 AA you are a where that #AMC could by the float of #HYMC before another company does?  $ 88M for 150M shares. Some APE $$
@BarrickGold
 @NevadaGoldMines
 @NewmontCorp
4
13",,4,13
Valentin Malaver,@ValentinMalave2,2022-09-27T15:53:54.000Z,"Valentin Malaver
@ValentinMalave2
·
Sep 27, 2022La Feria del Libro 2022 Cajamarca fue inaugurada por la autoridad municipal “como primer paso a una feria internacional”. Cuenta con  conocidas editoras.  El trabajo de autoridades y empresas privadas como Newmont Corp, ALAC permiten esta armoniosa difusión de la cultura.",,,
Iron Ape,@IronmanAMCape,2022-09-25T00:14:16.000Z,"Iron Ape
@IronmanAMCape
·
Sep 25, 2022Once the verification that the high-grade gold is available anything is possible.  #HYMC 
@NevadaGoldNews
 @BarrickGold
 @NewmontCorp
 @DianeG_CEO
GOLD APE
@TheGoldApe
·
Sep 25, 2022
Long ago the theory was @BarrickGold @NewmontCorp & their joint venture @NevadaGoldMines would eventually come into @HycroftMining we have their geologists, & top of the line team working side by side with $HYMC @DianeG_CEO Claims within @HycroftMining belong to @NewmontCorp $AMC
3
15",,3,15
GOLD APE,@TheGoldApe,2022-09-24T22:47:28.000Z,"GOLD APE
@TheGoldApe
·
Sep 25, 2022Long ago the theory was 
@BarrickGold
 @NewmontCorp
 & their joint venture 
@NevadaGoldMines
 would eventually come into 
@HycroftMining
 we have their geologists, & top of the line team working side by side with $HYMC 
@DianeG_CEO
 Claims within 
@HycroftMining
 belong to 
@NewmontCorp
 $AMC
3
18
110",3,18,110
GOLD APE,@TheGoldApe,2022-09-24T22:27:37.000Z,"GOLD APE
@TheGoldApe
·
Sep 25, 2022Replying to 
@AndrewJaySea
 @CEOAdam
 and 
@HycroftMining
@DianeG_CEO
 talked about how 
@NewmontCorp
 already owns the rosebud claims & negations in affectI called this long ago. 
@BarrickGold
 @NewmontCorp
 @NevadaGoldMines
 IMO get ready 
4
22",,4,22
zobjobs - CA Remote Jobs,@zobjobsCA,2022-09-24T20:30:03.000Z,"zobjobs - CA Remote Jobs
@zobjobsCA
·
Sep 24, 2022SAP Payroll Senior Specialist, Canada
at Newmont
Newmont is the worlds leading gold company and a producer of copper silver zinc and lead The Companys w...
#Payroll #justremote #newmontcorp
zobjobs.com
Sap payroll senior specialist Canadian jobs from zobjobs
Remote Canadian Sap payroll senior specialist jobs. Quickly search thousands of remote working & work from home based jobs.",,,
Mining Press / EnerNews,@MiningPress,2022-09-23T23:54:39.000Z,"Mining Press / EnerNews
@MiningPress
·
Sep 24, 2022Mining Press | Glencore compro las acciones de Newmont en MARA. La suiza se quedará con un 43,75% y Yamana Gold con 56,25% y será operador. La operación fue por un total de u$s155 millones.
.
@Glencore
 @YamanaGoldInc
 @NewmontCorp",,,
Lexis,@Lexis_Hamm,2022-09-23T20:43:34.000Z,"Lexis
@Lexis_Hamm
·
Sep 23, 2022Replying to 
@NewmontCorp
 and 
@newmont_ghana
Congratulations Alex ",,,
Newmont Corporation,@NewmontCorp,2022-09-23T20:35:52.000Z,"Newmont Corporation
@NewmontCorp
·
Sep 23, 2022Alex Kofi Annin was recently named GM for the Ahafo South mine in Ghana. Alex joined Newmont in 2007 and has held a variety of roles – he brings valuable lessons learned from his Subika project experience as well as his subsurface and safety work. Congrats, Alex! 
@Newmont_Ghana
1
1
14",1,1,14
Towards Sustainable Mining (TSM),@tsminitiative,2022-09-23T19:21:02.000Z,"Towards Sustainable Mining (TSM)
@tsminitiative
·
Sep 23, 2022Great news from 
@NewmontCorp
 ! Musselwhite Mine was one of the first mines in  to enter into a comprehensive agreement with Indigenous communities and the mine actively reports on #TSMining as part of its 
@theminingstory
 membership
newmont.com
Newmont’s Musselwhite Mine Celebrates 25 Years
On September 20, Newmont’s Musselwhite mine commemorated 25 years of commercial operation by hosting several hundred guests, including mine employees, Indigenous leaders and community members,...
2
5",,2,5
Newmont Corporation,@NewmontCorp,2022-09-23T17:53:07.000Z,"Newmont Corporation
@NewmontCorp
·
Sep 23, 2022Today, we’re announcing that 
@Glencore
 will acquire our shares in the MARA project, located in Argentina’s Catamarca province. Read more: https://newmont.com/investors/news-release/news-details/2022/Glencore-to-Acquire-Newmonts-Stake-In-MARA-Project/default.aspx…
1
8",,1,8
Timmins Chamber,@TimminsChamber,2022-09-23T16:41:00.000Z,"Timmins Chamber
@TimminsChamber
·
Sep 23, 2022Great crowd for Minister of Mines 
@GeorgePirieMPP
 to get an update at our State of Mining. Thank you to 
@MacLeanEng
 for sponsoring our annual series and 
@NewmontCorp
 for their event support.
3
9",,3,9
BNN Bloomberg,@BNNBloomberg,2022-09-23T14:38:48.000Z,"BNN Bloomberg
@BNNBloomberg
·
Sep 23, 2022Glencore International AG is increasing its stake in Yamana Gold Inc.'s Mara project with a deal to buy Newmont Corp.'s 18.75 per cent interest.
bnnbloomberg.ca
Glencore raises stake in Yamana's Mara project with deal for Newmont's interest - BNN Bloomberg
Glencore International is increasing its stake in Yamana Gold's Mara project with a deal to buy Newmont's 18.75 per cent interest.
1
2",,1,2
Energiminas,@energiminas1,2022-09-23T14:11:48.000Z,"Energiminas
@energiminas1
·
Sep 23, 2022Glencore adquirirá participación accionaria del 18,75 % de Newmont en proyecto MARA, en Argentina 
@NewmontCorp
 @Glencore
energiminas.com
Glencore adquirirá participación accionaria del 18,75 % de Newmont en proyecto MARA, en Argentina
Glencore International AG y Newmont Corporation anunciaron que llegaron a un acuerdo en el que Glencore adquirirá el 18,75% de las acciones de Newmont en el proyecto MARA (MARA). Una vez completada...",,,
Newmont Corporation,@NewmontCorp,2022-09-22T17:41:55.000Z,"Newmont Corporation
@NewmontCorp
·
Sep 22, 2022We are pleased to announce three executive leadership appointments supporting our tech. and operational performance: Aaron Puna, EVP and Chief Technology Officer; Mark Rodgers, SVP for South America; and Bernard Wessels, SVP for North America. Read more: https://newmont.com/investors/news-release/news-details/2022/Newmont-Announces-Executive-Leadership-Appointments/default.aspx…
6",,,6
Ufuk Gedikoglu,@ufuk_gedikoglu,2022-09-22T12:56:51.000Z,"Ufuk Gedikoglu
@ufuk_gedikoglu
·
Sep 22, 2022Worrying too much about FED and recession, metals markets are disconnected from reality. A BIG metals crunch is unavoidable.

Mining giant Newmont Corp. shelved plans for a $2 billion gold and copper project in Peru. Freeport-McMoRan, has warned that prices are now “insufficient”",,,
Barry Smith,@BarryS2oh,2022-09-22T12:54:47.000Z,"Barry Smith
@BarryS2oh
·
Sep 22, 2022Replying to 
@GeorgePirieMPP
 and 
@NewmontCorp
GET BACK TO WORK you lazy arse .",,,
MiningWeeklyCA,@MiningWeeklyCA,2022-09-22T12:36:27.000Z,"MiningWeeklyCA
@MiningWeeklyCA
·
Sep 22, 2022Former Anglo American exec, Aaron Puna, joins 
@NewmontCorp
 as chief technology officer
>> company announces two other senior leadership changes
http://ow.ly/eOEi50KQcBF
#leadership #mining #gold #copper #Americas
1
3",,1,3
Quantcha Trade Ideas,@QuantchaIdeas,2022-09-22T12:07:23.000Z,"Quantcha Trade Ideas
@QuantchaIdeas
·
Sep 22, 2022StockTwits Trending Alert: Trading recent interest in NEWMONT CORP $NEM https://ideas.quantcha.com/2022/09/22/stocktwits-trending-alert-trading-recent-interest-in-newmont-corp-nem-2/…",,,
Verlag Fuchsbriefe,@FUCHSBRIEFE,2022-09-22T11:10:53.000Z,"Verlag Fuchsbriefe
@FUCHSBRIEFE
·
Sep 22, 2022Der gedrückte #Goldpreis und steigende #Förderkosten belasten viele #Minenunternehmen, auch 
@NewmontCorp
. Dennoch verdient das Unternehmen immer noch solide. Steigen die Edelmetallpreise, ist das ein enormer Hebel.  https://fuchsbriefe.de/vermoegen/aktien/newmont-mining-corp.-verdient-noch-immer-praechtig…",,,
VI App,@VIAppOfficial,2022-09-22T10:01:13.000Z,"VI App
@VIAppOfficial
·
Sep 22, 2022Newmont Corp. stock falls Tuesday, underperforms market https://stock.vi.app/gold/newmont-corp-stock-falls-tuesday-underperforms-market/…",,,
Stock Traders Daily,@marketcycles,2022-09-21T23:44:07.000Z,"Stock Traders Daily
@marketcycles
·
Sep 22, 2022Newmont Corp NEM Investment Analysis and Advice: Stock Traders Daily has produced this trading report using a proprietary method.  This methodology [...] http://dlvr.it/SYmBlW Click for Details
news.stocktradersdaily.com
$NEM | Newmont Corp $NEM Investment Analysis and Advice (NEM)
NONE. Details",,,
Stock Traders Daily,@marketcycles,2022-09-21T23:30:05.000Z,"Stock Traders Daily
@marketcycles
·
Sep 22, 2022$NEM | Newmont Corp $NEM Investment Analysis and Advice (NEM) https://tinyurl.com/2nd48f87",,,
Newmont Corporation,@NewmontCorp,2022-09-21T22:21:15.000Z,"Newmont Corporation
@NewmontCorp
·
Sep 22, 2022Newmont Canada’s Musselwhite mine is celebrating 25 years of operation – during this time producing 5M ounces of gold. Learn about the partnerships, First Nations communities and dedicated workforce that ensure safe and responsible mining at Musselwhite:
newmont.com
Newmont’s Musselwhite Mine Celebrates 25 Years
On September 20, Newmont’s Musselwhite mine commemorated 25 years of commercial operation by hosting several hundred guests, including mine employees, Indigenous leaders and community members,...
1
7",,1,7
George Pirie,@GeorgePirieMPP,2022-09-21T15:32:45.000Z,"George Pirie
@GeorgePirieMPP
·
Sep 21, 2022A special congratulations to the good folks at Musselwhite Mine on its 25th anniversary since commercial production began! This mine has generated huge economic benefits for the North and I wish them continued success in the future 
@newmontcorp
 #Mining #Milestone #OnPoli
3
3
24",3,3,24
Newsfile,@newsfile_corp,2022-09-21T12:00:26.000Z,"Newsfile
@newsfile_corp
·
Sep 21, 2022Enduro Reports Completion of the 2022 Drilling Campaign at Newmont Lake

Full Story: https://bit.ly/3Sc4BOa

 
@EnduroMetals
 $ENDMF $ENDR.CA #copper #drillprogram #gold #goldentriangle #newmontlake #JuniorMining #Mining #MiningStocks #DrillResults #OTC #OTCMarkets #OTCStocks
newsfilecorp.com
Enduro Reports Completion of the 2022 Drilling Campaign at Newmont Lake
Kelowna, British Columbia--(Newsfile Corp. - September 21, 2022) - Enduro Metals Corporation (TSXV: ENDR) (OTCQB: ENDMF) (FSE: SOG) (""Enduro Metals""...",,,
Emmanuele,@Biotech2050,2022-09-21T03:04:55.000Z,"Emmanuele
@Biotech2050
·
Sep 21, 2022$NEM 
@NewmontCorp
 

https://s24.q4cdn.com/382246808/files/doc_presentations/2022/09/ar/Newmont-2022-Gold-Forum-Americas-Presentation_Final.pdf…",,,
Newmont Corporation,@NewmontCorp,2022-09-20T21:51:11.000Z,"Newmont Corporation
@NewmontCorp
·
Sep 20, 2022Learn more: https://s24.q4cdn.com/382246808/files/doc_presentations/2022/09/ar/Newmont-2022-Gold-Forum-Americas-Presentation_Final.pdf… 2/2
2",,,2
Jorge Argüello,@JorArguello,2022-09-17T12:11:43.000Z,"Jorge Argüello
@JorArguello
·
Sep 17, 2022Recibí, en 
@ARGinUSA
, a Steve Gittesfeld y Peter Toth, Vicepresidentes Ejecutivos de Newmont Mining Corporation.
@NewmontCorp
 opera en el yacimiento Cerro Negro, provincia de Santa Cruz. 
Es la principal empresa exportadora de oro de Argentina
1
7
22",1,7,22
Iron Ape,@IronmanAMCape,2022-09-16T23:07:06.000Z,"Iron Ape
@IronmanAMCape
·
Sep 17, 2022Replying to 
@jjbrown111076
You know 
@NevadaGoldNews
 @BarrickGold
 @NewmontCorp
 all want a piece of 
@HycroftMining
 #HYMC  Too much gold & silver to just let your competitors get it. The rail line through Hycroft is huge as well for as big as it will get.
1
6",,1,6
Newmont Corporation,@NewmontCorp,2022-09-16T17:15:02.000Z,"Newmont Corporation
@NewmontCorp
·
Sep 16, 2022Meet Matthew Bennett, Electrical and Instrumentation Superintendent at Newmont’s Merian operation in Suriname. As Merian’s Site Energy Champion, Matthew leads the Battery and Energy Storage System project, which improves the use of energy in the mining industry.
3
5",,3,5
La Rotativa,@larotativape,2022-09-16T16:15:21.000Z,"La Rotativa
@larotativape
·
Sep 16, 2022¿POR QUÉ?
El proyecto que estima una inversión de 2100 millones de dólares fue postergado otra vez por 
@NewmontCorp
.
larotativa.pe
Newmont detiene inversión en Yanacocha Sulfuros y lo posterga hasta 2024
Newmont Corporation ha pospuesto el esperado proyecto Yanacocha Sulfuros, uno de los más importantes del Perú",,,
Ksenia Orynchak,@OrynchakKsenia,2022-09-16T11:11:23.000Z,"Ksenia Orynchak
@OrynchakKsenia
·
Sep 16, 2022@RioTinto
 @bhp
 @kghm_sa
 @valeglobal
 @AngloAmerican
 @BarrickGold
 @Glencore
 @TeckResources
 @NutrienLTD
 @AntofagastaPLC
 @NewmontCorp",,,
Elvira Rivas,@ElviRivasR,2022-09-16T00:16:03.000Z,"Elvira Rivas
@ElviRivasR
·
Sep 16, 2022Perú: Newmont Corp retrasa decisión de inversión en mina peruana por US$2.000 millones por inestabilidad  https://n60.pe/peru-newmont-corp-retrasa-decision-de-inversion-en-mina-peruana-por-us2-000-millones/… vía 
@Noticias
 del Norte del País
n60.pe
Perú: Newmont Corp retrasa decisión de inversión en mina peruana por US$2.000 millones
La minera de oro más grande del mundo también nombró a Dean Gehring como jefe de desarrollo de sus operaciones en Perú para liderar el proyecto Yanacocha.",,,
Arturo Siso Sosa,@ArturoSisoSosa,2022-09-15T22:39:55.000Z,"Arturo Siso Sosa
@ArturoSisoSosa
·
Sep 16, 2022Newmont Corp retrasa decisión de inversión en mina peruana por US$2.000 millones
larepublica.co
Newmont Corp retrasa decisión de inversión en mina peruana por US$2.000 millones
Después de la decisión de inversión, Newmont espera que el desarrollo del proyecto tarde tres años y agregue 525.000 onzas",,,
The Women's Foundation of Colorado,@WFColorado,2022-09-15T20:56:54.000Z,"The Women's Foundation of Colorado
@WFColorado
·
Sep 15, 2022Unveiling our fourth group of 2022 Annual Luncheon friend sponsors! Thank you to these wonderful individuals and organizations!

- Julie and Matt Groves
- Ken & Rebecca Gart
- 
@Maxar
 
- McGeady Becher P.C
- 
@NewmontCorp
- 
@OgletreeDeakins
GIF",,,
Hablemos de Minería,@HablemosMineria,2022-09-15T20:41:41.000Z,"Hablemos de Minería
@HablemosMineria
·
Sep 15, 2022La principal minera de oro 
@NewmontCorp
 dijo el jueves que retrasaría la decisión de inversión para el proyecto de sulfuros de Yanacocha de US$2.000 millones en el segundo productor de cobre de Perú hasta la segunda mitad de 2024.
hablemosdemineria.com
Se retrasa inversión para el proyecto de sulfuros de Yanacocha, en Perú - Hablemos de minería
La principal minera de oro Newmont Corp dijo el jueves que retrasaría la decisión de inversión para el proyecto de sulfuros de Yanacocha de US$2.000 millones en el segundo productor de cobre de Perú...
1",,,1
Engineering & Mining Journal,@eminingjournal,2022-09-15T19:26:17.000Z,"Engineering & Mining Journal
@eminingjournal
·
Sep 15, 2022Newmont Delays Yanacocha Sulfides Project, Appoints Dean Gehring to Lead Assets in Peru
@NewmontCorp
 has announced it will delay the full-funds investment decision for the Yanacocha Sulfides project in Peru to the second half of 2024. https://bit.ly/3RMmLpV",,,
Newmont Corporation,@NewmontCorp,2022-09-14T21:26:17.000Z,"Newmont Corporation
@NewmontCorp
·
Sep 14, 2022Through our reports, we share Newmont’s approach to responsibly managing our environmental, social and governance practices, along with the impacts of our business, with our stakeholders. Check out our suite of reports: https://newmont.com/sustainability/sustainability-reporting/default.aspx…
3
3
11",3,3,11
Iron Ape,@IronmanAMCape,2022-09-13T20:18:42.000Z,"Iron Ape
@IronmanAMCape
·
Sep 13, 2022Replying to 
@tspencer322
@NevadaGoldMines
 a partnership with 
@NewmontCorp
 & 
@BarrickGold
    With the now proven higher grade its going to happen. #HYMC
4
11",,4,11
Newmont Corporation,@NewmontCorp,2022-09-13T19:49:45.000Z,"Newmont Corporation
@NewmontCorp
·
Sep 13, 2022Newmont Canada team members recently visited the Saddle Project in Tahltan Territory to experience the environmental baseline program.
8",,,8
Girls Who Code,@GirlsWhoCode,2022-09-13T17:45:02.000Z,"Girls Who Code
@GirlsWhoCode
·
Sep 13, 2022There’s still time to sign up for our #GWCHiringSummit, but hurry! There’s only one more day until registration closes. Sign up to connect with companies like 
@HSBC
, 
@NewmontCorp
, and 
@OneMain
. Register today!
hopin.com
Girls Who Code Hiring Summit September 2022 - Sep 16 | Hopin
Get tickets to Girls Who Code Hiring Summit September 2022, taking place 09/16/2022. Hopin is your source for engaging events and experiences.
2
3",,2,3
Bruce Ralston,@BruceRalston,2022-09-13T17:13:47.000Z,"Bruce Ralston
@BruceRalston
·
Sep 13, 2022I’d also like the other panelists - Mayor 
@BradWestPoCo
 and  
@MiningJen
 from 
@NewmontCorp
 - for sharing their perspectives. Thank you to Leah Turner from 
@TourmalineOil
 for moderating the insightful conversation. 2/3
1
3
6",1,3,6
GOLD APE,@TheGoldApe,2022-09-13T16:00:27.000Z,"GOLD APE
@TheGoldApe
·
Sep 13, 2022Replying to 
@TheGoldApe
 @DianeG_CEO
 and 5 others
Without 
@DianeG_CEO
 & $HYMC professional team we would lack the leadership integrity and precision we need to accomplish these goals of commercial production within 
@HycroftMining
 this has and will continue to be an exciting journey
1",,,1
GOLD APE,@TheGoldApe,2022-09-13T15:55:43.000Z,"GOLD APE
@TheGoldApe
·
Sep 13, 2022Replying to 
@DianeG_CEO
@DianeG_CEO
 Thank you for all you’re doing within 
@HycroftMining
 this would not be the same play with you or 
@CEOAdam
 & the team backing up $HYMC 
@BarrickGold
 @NewmontCorp
 @NevadaGoldMines
1
2
10",1,2,10
Vaughn S.,@OuterMutant,2022-09-13T15:51:05.000Z,"Vaughn S.
@OuterMutant
·
Sep 13, 2022Replying to 
@TheGoldApe
 @DianeG_CEO
 and 5 others
I'm 100% ready for a TRIPLE SQUEEZE EVENT! Let's get it TRENDING... #TripleSqueeze $HYMC $AMC #AMC #HYMC #AMC #APE 
6
19",,6,19
GOLD APE,@TheGoldApe,2022-09-13T15:48:18.000Z,"GOLD APE
@TheGoldApe
·
Sep 13, 2022Replying to 
@CEOAdam
Now tell them how 
@BarrickGold
 @NewmontCorp
 @NevadaGoldMines
 got your back 
3
19",,3,19
GOLD APE,@TheGoldApe,2022-09-13T15:28:47.000Z,"GOLD APE
@TheGoldApe
·
Sep 13, 2022Replying to 
@OuterMutant
 @DianeG_CEO
 and 5 others
imagine….I hope to see a triple squeeze that would be amazing  if that happened 
@CEOAdam
 @DianeG_CEO
 would go down in the history books as legends 
I know I can mentally handle it not sure how everyone else feels 
1
1
4",1,1,4
Vaughn S.,@OuterMutant,2022-09-13T15:25:51.000Z,"Vaughn S.
@OuterMutant
·
Sep 13, 2022Replying to 
@TheGoldApe
 @DianeG_CEO
 and 5 others
Apes, we have to seriously ask ourselves, can we emotionally handle MULTIPLE SIMULTANEOUS SQUEEZES and PARABOLIC MOVES TO THE MOON at the same time?!?? BRACE YOURSELVES!!! $HYMC #HYMC $AMC #AMC $APE #APE 
1
5",1,,5
GOLD APE,@TheGoldApe,2022-09-13T15:19:17.000Z,"GOLD APE
@TheGoldApe
·
Sep 13, 2022Replying to 
@OuterMutant
 @DianeG_CEO
 and 5 others
I think everyone’s starting to realize & take $HYMC 
@DianeG_CEO
 serious you’re right though this is big! I can’t wait to see what the future brings for 
@HycroftMining
 1
1
4",1,1,4
Vaughn S.,@OuterMutant,2022-09-13T15:12:38.000Z,"Vaughn S.
@OuterMutant
·
Sep 13, 2022Replying to 
@TheGoldApe
 @DianeG_CEO
 and 5 others
This is STAGGERINGLY GOOD NEWS!!! Market may be a bit slow to react appropriately, given the crapola CPI numbers this AM, but this can only be considered MASSIVELY AWESOME for #HYMC $HYMC #AMC $AMC #APE $APE 
1
1
9",1,1,9
Apeocalypse,@Apeocalypse1,2022-09-13T11:17:02.000Z,"Apeocalypse
@Apeocalypse1
·
Sep 13, 2022Replying to 
@TheGoldApe
 @BarrickGold
 and 2 others
Excellent.. you called it
2",,,2
Iron Ape,@IronmanAMCape,2022-09-13T10:52:42.000Z,"Iron Ape
@IronmanAMCape
·
Sep 13, 2022@HycroftMining
 will be huge once they start commercial mining . You know 
@BarrickGold
 & 
@NewmontCorp
 want to part of this. Plenty of gold & silver to mine for years. #HYMC
GOLD APE
@TheGoldApe
·
Sep 13, 2022
$HYMC WILL PROCESS AROUND 60,OOO TONS A DAYSAYS @DianeG_CEO SHE ALSO MENTIONS @BarrickGold @NewmontCorp & THEIR JOINT VENTURE @NevadaGoldMines 
AS WELL AS THEIR GEOLOGIST ALEX DAVIDSON QUOTED SAYING “@HycroftMining IS A GEOLOGISTS DREAM COME TRUE”

$AMC $HYMC $APE @CEOAdam
Show this thread
2
13",,2,13
GOLD APE,@TheGoldApe,2022-09-13T04:11:00.000Z,"GOLD APE
@TheGoldApe
·
Sep 13, 2022Replying to 
@sammyleehymc
 @DianeG_CEO
 and 5 others
Right! It’s about to be big big 60k tons!! They got plans! She said they are going to aggressively pursue the bigger deeper deposits higher grade to bring value to shareholders 
6",,,6
Sammy,@sammyleehymc,2022-09-13T04:08:23.000Z,"Sammy
@sammyleehymc
·
Sep 13, 2022Replying to 
@TheGoldApe
 @DianeG_CEO
 and 5 others
GIF
ALT
1
3",1,,3
GOLD APE,@TheGoldApe,2022-09-13T04:05:29.000Z,"GOLD APE
@TheGoldApe
·
Sep 13, 2022Replying to 
@LeoKinsXx
 @DianeG_CEO
 and 5 others
BIG THINGS IN STORE FOR 
@HycroftMining
 I’M EXCITED!
GIF
ALT
1
6",1,,6
LeoKinsXx,@LeoKinsXx,2022-09-13T04:04:07.000Z,"LeoKinsXx
@LeoKinsXx
·
Sep 13, 2022Replying to 
@TheGoldApe
 @DianeG_CEO
 and 5 others
LFG …. 
GIF
ALT
1
1",1,,1
