User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Sandeep Anand,@SanCompounding,2022-03-24T13:44:54.000Z,"Sandeep Anand
@SanCompounding
·
Mar 24, 2022$XME: SPDR Metals & Mining ETF up 50% last 6 months. This uptrend might continue. 

Here are top 10 holdings:

MP Materials Corp
Alcoa Corp
Century Aluminum
Royal Gold Inc
Commercial Metals
Steel Dynamics Inc
Freeport-McMoRan
Newmont Corp
Nucor Corp
Cleveland-Cliffs Inc

#ETF",,,
Global Mining Review,@Mining_Review,2022-03-24T11:12:31.000Z,"Global Mining Review
@Mining_Review
·
Mar 24, 2022.
@ArianaResources
 announces #exploration alliance agreement with 
@NewmontCorp
 #GMR #business #mining
globalminingreview.com
Ariana Resources announces exploration alliance agreement with Newmont Corp.
Ariana Resources plc has announced an exploration alliance agreement and investment with Newmont Corp. regarding exploration in south-eastern Europe via Ariana's 75%-owned Western Tethyan Resources...
3
8",,3,8
Western Tethyan Resources Ltd,@WestTethRes,2022-03-24T07:33:22.000Z,"Western Tethyan Resources Ltd
@WestTethRes
·
Mar 24, 2022Exploration Alliance & Investment Agreement with 
@NewmontCorp
 to explore in SE Europe.  Newmont to invest US$2.5m to fund exploration & provide access to Newmont's Regional Database.
 https://westerntethyanresources.com/news/download?path=WTR%2BPR_NEM-AAU-WTR%2BDeal_March%2B2022_v2.pdf…
1
3",,1,3
Firearms Lawyer,@firearmslawyer,2022-03-24T00:23:10.000Z,"Firearms Lawyer
@firearmslawyer
·
Mar 24, 2022Among more-active U.S.-listed components, shares of Harmony Gold Mining Co. HMY, +5.63% rose 1.7%, #Hecla Mining Co. HL, +0.15% climbed 4.4%, Gold Fields Ltd. GFI, +4.86% hiked up 8.2%, Coeur Mining Inc. CDE, +1.29% ran up 8.1% & Newmont Corp. NEM, +3.79% rallied 3.0% #Spokane
Firearms Lawyer
@firearmslawyer
·
Mar 24, 2022
Gold futures GC00, 0.45% rose 1.9% to $1,934.10 an ounce, as investors flocked to the save-haven metal amid fears over how the COVID-19 pandemic will hurt the global economy and a weak U.S. dollar. twitter.com/firearmslawyer…
1
1",1,,1
Newmont Corporation,@NewmontCorp,2022-03-23T19:08:37.000Z,"Newmont Corporation
@NewmontCorp
·
Mar 23, 2022Episode 6 of 
@Newmont_Ghana
’s Socio-economic Impact in Ghana docuseries shares how our partnership with 
@projectcure
 has positively impacted communities by providing free healthcare and medical supplies as well as facilitating neonatal training for healthcare providers.
7",,,7
Dalradian,@DalradianNI,2022-03-22T08:00:01.000Z,"Dalradian
@DalradianNI
·
Mar 22, 2022Check out this video from 
@NationalMining
 taking us on a tour of the 
@NewmontCorp
 mine, focusing on the cutting-edge tools used there. Whilst a very different type of operation to our planned underground mine, it's a great example of how technology improves working conditions.
youtube.com
This is mining ",,,
Newmont Corporation,@NewmontCorp,2022-03-21T21:50:52.000Z,"Newmont Corporation
@NewmontCorp
·
Mar 21, 2022The 
@smecommunity
 recently launched the Tailings Management Handbook, edited by our Senior Director of Global Tailings Management, Kim Morrison. This guide will help to improve operations and safety at all of our tailings and waste management facilities.
10",,,10
Robert Seagraves,@RobertSeagrav13,2022-03-21T13:41:29.000Z,"Robert Seagraves
@RobertSeagrav13
·
Mar 21, 2022@NewmontCorp
 gets government greenlight on Coffee project in Yukon
canadianminingjournal.com
Newmont gets government greenlight on Coffee project in Yukon
Following consultation with Yukon First Nations, both the territorial and federal governments have given the greenlight for Newmont‘s (NYSE: NEM; TSX: NGT) […]",,,
Elko Daily FreePress,@ElkoDaily,2022-03-19T00:10:05.000Z,"Elko Daily FreePress
@ElkoDaily
·
Mar 19, 2022Barrick Gold Corp.'s 2021 annual report published March 18 highlights investments in its future at sites around the world, including in Nevada, where Barrick is the 61.5% owner and operator of Nevada Gold Mines. Newmont is the 38.5% owner.
elkodaily.com
NGM will be high-quality operation for decades, Barrick report says
Barrick Gold Corp.’s 2021 annual report published March 18 highlights investments in its future at sites around the world, including in Nevada, where Barrick is the 61.5% owner and operator",,,
Newmont Corporation,@NewmontCorp,2022-03-18T15:19:56.000Z,"Newmont Corporation
@NewmontCorp
·
Mar 18, 2022Meet Derek Shuen, Electrical, Instrumentation, Process Control & Energy Management Superintendent at 
@newmont_mexico
. He is the Site Energy Champion and leads the Freshwater Pump System Upgrade project, which has resulted in significant energy and maintenance savings. #Newmont100
1:18
106 views
1
6",,1,6
Energiminas,@energiminas1,2022-03-18T13:55:21.000Z,"Energiminas
@energiminas1
·
Mar 18, 2022«Estamos muy complacidos de llegar a una decisión que permitirá que el proyecto de oro Coffee avance», dijo el primer ministro de Yukón, Sandy Silver.
@NewmontCorp
 

https://energiminas.com/newmont-obtiene-aprobacion-para-proyecto-de-oro-coffee/…",,,
Dan Morrell,@DanMorrell6,2022-03-18T09:40:04.000Z,"Dan Morrell
@DanMorrell6
·
Mar 18, 2022Me rollin’ in Indonesia as a Gold Mining #OrgPsychologist in another life. 
@NewmontAu
 @NewmontCorp
. #Leadership #organizationaldevelopment #coaching",,,
Services de sante de Chapleau Health Services,@ChapleauHealth,2022-03-17T18:44:34.000Z,"Services de sante de Chapleau Health Services
@ChapleauHealth
·
Mar 17, 2022Thank you to 
@NewmontCorp
 for the $15,000 donation toward our new palliative care suite and spiritual space | Merci à Newmont Porcupine pour le don de 15 000 $ pour notre nouvelle suite de soins palliatifs et notre espace spirituel #communitypartners http://sschs.ca/foundation/news63.html…",,,
Engineering & Mining Journal,@eminingjournal,2022-03-17T18:34:20.000Z,"Engineering & Mining Journal
@eminingjournal
·
Mar 17, 2022Newmont’s Coffee Project Receives Approvals
@NewmontCorp
 announced the Govt. of Yukon and Canada have accepted the recommendation the Coffee Gold Project be allowed to proceed by the Yukon Environmental Socioeconomic Assessment Board's. https://bit.ly/3wcU4dF
3",,,3
poul boniphacez,@p_boniphacez,2022-03-17T14:45:00.000Z,"poul boniphacez
@p_boniphacez
·
Mar 17, 2022Replying to 
@NewmontCorp
job please",,,
Ranchero Gold Corp,@GoldRanchero,2022-03-17T13:21:21.000Z,"Ranchero Gold Corp
@GoldRanchero
·
Mar 17, 2022Chris is our newest Board Member.

He was founder, and former CEO, of Superior Gold, founder & Board Member of Crocodile Gold (now Agnico Eagle), Board Member of Rubicon (now Evolution), founder & former CEO of New Gold, and former VP Corp. Dev. of Goldcorp (now Newmont).

$RNCH
1
7",1,,7
Newmont Corporation,@NewmontCorp,2022-03-16T16:48:56.000Z,"Newmont Corporation
@NewmontCorp
·
Mar 16, 2022Experience a day in the life of a mill operator at Newmont’s Musselwhite mine – part of our video profiles partnership with 
@skillsontario
. Learn more: https://bit.ly/3E0l8NL
youtube.com
Virtual Reality: Mill Operator at Musselwhite
Experience in virtual reality a day in the life of a Mill Operator at our Musselwhite mine located in Northwestern Ontario, Canada. Learn more: https://www.n...
1
3",,1,3
NXTmine,@NXT_mine,2022-03-16T16:48:27.000Z,"NXTmine
@NXT_mine
·
Mar 16, 20224 #preciousmetals #StocksToBuy as #inflation Accelerates

.
@NewmontCorp
 $NEM
.
@BarrickGold
 $GOLD
Hecla Mining $HL
.
@kinrossgold
 $KGC

#stocks #trading

https://bit.ly/3MScbvs",,,
Andre De Manti,@andre_de_manti,2022-03-16T10:15:47.000Z,"Andre De Manti
@andre_de_manti
·
Mar 16, 2022Replying to 
@CasinoMining
 and 
@NewmontCorp
bitcoinvault:RBKcBrzknEYrQDiLHa1Mbh2ATRN44vwxYy?amount=55",,,
Stock Traders Daily,@marketcycles,2022-03-16T04:10:04.000Z,"Stock Traders Daily
@marketcycles
·
Mar 16, 2022Newmont Corp NEM Investment Report: Stock Traders Daily has produced this trading report using a proprietary method.  This methodology [...] http://dlvr.it/SLmh3j Click for Details
news.stocktradersdaily.com
$NEM | Newmont Corp $NEM Investment Report (NEM)
Buy Newmont Corp ($NEM) over 66.02 target n/a stop loss @ 65.83. Details",,,
project C.U.R.E.,@projectcure,2022-03-16T02:33:32.000Z,"project C.U.R.E.
@projectcure
·
Mar 16, 2022@NewmontCorp
 recently announced it has committed $5 million to support #humanitarian efforts relating to the #war in #Ukraine and 
@projectcure
 is one of them (alongside of 
@RedCross
 & 
@IMC_Worldwide
) On behalf of Project C.U.R.E., thank you #Newmont for the generous support!
1
2",,1,2
Newmont Corporation,@NewmontCorp,2022-03-15T19:41:52.000Z,"Newmont Corporation
@NewmontCorp
·
Mar 15, 2022Newmont is thrilled to report that our South American region generated $207.8 million in value through targeted Full Potential program efforts, exceeding the region’s goal of $99 million. https://bit.ly/3odmeRr
1
1
6",1,1,6
The Stakeholder Engagement Community,@TheSECommunity,2022-03-15T17:47:44.000Z,"The Stakeholder Engagement Community
@TheSECommunity
·
Mar 15, 2022@NewmontCorp
's Coffee Gold project's environmental assessment recommendations have been approved by 
@yukongov
 and #FirstNations.

#FirstNationsConsultation
cbc.ca
Newmont's proposed Coffee Gold mine clears Yukon's environmental assessment | CBC News
Newmont Corporation is proposing to build a large gold mine capable of producing roughly 67 million tonnes of ore over the project’s lifecycle. Located 130 kilometres south of Dawson City, Yukon,...",,,
NXTmine,@NXT_mine,2022-03-15T13:54:57.000Z,"NXTmine
@NXT_mine
·
Mar 15, 20223 #gold #StocksToTrade Now as the #russianinvasion Hits #WallStreet 

>
@kinrossgold
 $KGC
>
@NewmontCorp
 $NEM
>Royal Gold $RGLD

$GLD
nxtmine.com
3 Gold Stocks to Buy Now As the War Hits Wall Street
Gold stocks have been shining in recent weeks. The war in Ukraine has sent global stock markets into turmoil, resulting in sizable declines across the...",,,
International Medical Corps,@IMC_Worldwide,2022-03-15T01:21:34.000Z,"International Medical Corps
@IMC_Worldwide
·
Mar 15, 2022Replying to 
@NewmontCorp
 @projectcure
 and 
@RedCross
We're so grateful for your support. It makes a real difference for the people we serve, and it means so much to our staff inside Ukraine who are working to provide care for people affected by the war. Thank you!
1",,,1
Harold Art,@HaroldxArt,2022-03-14T22:50:52.000Z,"Harold Art
@HaroldxArt
·
Mar 14, 2022Replying to 
@CanonCityGov
 and 
@NewmontCorp
Is this the same World's End Brewing that's complaining about ""government handouts""?",,,
Discovery Silver (TSX.V:DSV),@DiscoverySilver,2022-03-14T13:04:16.000Z,"Discovery Silver (TSX.V:DSV)
@DiscoverySilver
·
Mar 14, 2022Mr. Esplin has more than 30 years of experience in the #mining industry including over two decades of executive and senior management roles at Tier 1 operations with 
@NewmontCorp
 and 
@BarrickGold
.
1
4",1,,4
Louise,@lswollman,2022-03-13T01:34:02.000Z,"Louise
@lswollman
·
Mar 13, 2022@NewmontCorp
  #StarveTheSeditionists!",,,
Louise,@lswollman,2022-03-13T01:33:50.000Z,"Louise
@lswollman
·
Mar 13, 2022@NewmontCorp
 Thank you Newmont! You pledged not to donate to the #SeditionCaucus, and you kept your word! ",,,
toni navajo,@NavajoToni,2022-03-12T19:14:00.000Z,"toni navajo
@NavajoToni
·
Mar 12, 2022Replying to 
@itsmeback_
E l'oro ? Forse a Vicenza se lo fanno arrivare da #Yanacocha hambre y miseria #Newmontcorp
1",,,1
Caitlin Lisa,@cunzhang521521,2022-03-12T00:47:10.000Z,"Caitlin Lisa
@cunzhang521521
·
Mar 12, 2022Replying to 
@Bitcoin
 and 
@NewmontCorp
It's dying.
1",1,,
Trendyrudolph,@Rudolph_Oxlade,2022-03-11T22:50:26.000Z,"Trendyrudolph
@Rudolph_Oxlade
·
Mar 11, 2022Replying to 
@NewmontCorp
The State of Chelsea after UK government's sanction

https://trendyrudolph.blogspot.com/2022/03/the-state-of-chelsea-fc-after-uk.html…
1",,,1
Insider Alerts,@InsiderAlerts4U,2022-03-11T22:38:25.000Z,"Insider Alerts
@InsiderAlerts4U
·
Mar 11, 2022$NEM:

New Insider Filing on NEWMONT Corp /DE/'s

EVP and Chief S&EA Officer

STEPHEN P GOTTESFELD:

https://insideri.com/1164727_000106299322007495_0001062993-22-007495…",,,
day-trading.de,@day_trading_de,2022-03-11T22:33:34.000Z,"day-trading.de
@day_trading_de
·
Mar 11, 2022NEM (NEWMONT Corp /DE/)  #Insider #stock alert!  #Sale on 2022-03-09 - $NEM : Gottesfeld Stephen P (EVP and Chief S&EA Officer), total amount $295.040. Stock has a float of 796.00M shares",,,
Newmont Corporation,@NewmontCorp,2022-03-11T21:11:42.000Z,"Newmont Corporation
@NewmontCorp
·
Mar 11, 2022Alejandra Cazula, Newmont’s first female Security Operations Supervisor, has been with the Company since 2013. Before her current role, Alejandra was paving the way for women by becoming Newmont’s first female Haul Truck Operator and Surface Mining Supervisor. #Newmont100
3",,,3
Prince Marcus,@PrinceMarcusLFC,2022-03-11T18:34:56.000Z,"Prince Marcus
@PrinceMarcusLFC
·
Mar 11, 2022Replying to 
@NewmontCorp
I hold a Biologist and hope to work with Newmont Corporation for a great transformation in the mining industry.
1",,,1
Amerley,@Amerrley,2022-03-11T15:54:30.000Z,"Amerley
@Amerrley
·
Mar 11, 2022Replying to 
@NewmontCorp
2",,,2
diE wiTH meMorieS,@AnsuSamuel11,2022-03-10T22:05:13.000Z,"diE wiTH meMorieS
@AnsuSamuel11
·
Mar 10, 2022Replying to 
@NewmontCorp
 and 
@p4parity
1",,,1
Newmont Corporation,@NewmontCorp,2022-03-10T22:05:00.000Z,"Newmont Corporation
@NewmontCorp
·
Mar 10, 2022Ever striving to create an inclusive and bias-free workplace, Newmont is leveraging 
@p4parity
’s resources while continuing to trial and adapt our inclusion and diversity framework, with a focus on lessons learned. 

Learn more: https://bit.ly/3Cznkg7

#IWD2022 #BreakTheBias
newmont.com
Disrupting Talent Systems: Newmont’s Research-Based Approach to Eliminating Bias and Driving...
At Newmont, we strive to create an inclusive workplace where everyone can contribute, develop and work together. A key component of the Company’s global inclusion and diversity strategy is to remove...
1
3
4",1,3,4
BRIGHT OFORI TENKORANG,@BROT_GH,2022-03-10T20:06:11.000Z,"BRIGHT OFORI TENKORANG
@BROT_GH
·
Mar 10, 2022Replying to 
@NewmontCorp
Company papa paa
1",,,1
Charles C. Nyabeze,@charlesnyabeze,2022-03-10T10:46:48.000Z,"Charles C. Nyabeze
@charlesnyabeze
·
Mar 10, 2022Congrats to Minto Metals Corp., Victoria Gold Corp., Alexco Resource Corp., Selwyn Chihong Mining Ltd,  Newmont Corporation,  Western Copper and Gold, and BMC MINERALS LIMITED for supporting the Yukon University’s Centre for Northe…https://lnkd.in/dpZQqaGF
thestar.com
Active mining companies provide funding for academic researchers in remediation
Yukon’s Office of the Science Advisor is working hard to make the research that happens through the Northern Research Centre more accessible and the n...
1
1",,1,1
chris k,@BLZ8U8,2022-03-10T06:26:48.000Z,"chris k
@BLZ8U8
·
Mar 10, 2022Replying to 
@MaxZori92556684
 and 
@GreatlandGold
Looks like it, all eyes from the mining industry need to take note of what 
@NewcrestMining
 and 
@jpmorgan
 r up to! No point telling 
@TheFCA
 they’re at lunch. 
@RioTinto
 @NewmontCorp
 @BarrickGold
  @AntipaMinerals
1",,,1
FormWhispers,@formwhisperscom,2022-03-10T04:22:25.000Z,"FormWhispers
@formwhisperscom
·
Mar 10, 2022#FWSells $NEM Rhodes Blake, SVP, Strategic Development of NEWMONT Corp /DE/ sold 3,000 shares on 2022-03-07. https://formwhispers.com/s?t=NEM",,,
Newmont Corporation,@NewmontCorp,2022-03-09T20:07:42.000Z,"Newmont Corporation
@NewmontCorp
·
Mar 9, 2022In celebration of #InternationalWomensDay, Newmont operations across the world organized and participated in events and activities designed to #BreakTheBias and foster conversation around women in the mining industry.
0:28
129 views
1
2",,1,2
VIP Nft collector,@Vib38838072,2022-03-09T17:24:05.000Z,"VIP Nft collector
@Vib38838072
·
Mar 9, 2022Replying to 
@Vib38838072
 @Bitcoin
 and 
@NewmontCorp",,,
Cynthia Mendoza,@LaCynthiaChina,2022-03-09T14:28:01.000Z,"Cynthia Mendoza
@LaCynthiaChina
·
Mar 9, 2022Replying to 
@newmont_mexico
Eso sí es inclusión 
@NewmontCorp
 1",,,1
crypto and nft giveaway,@cryptoandnftgiv,2022-03-09T08:30:57.000Z,"crypto and nft giveaway
@cryptoandnftgiv
·
Mar 9, 2022Replying to 
@Bitcoin
 and 
@NewmontCorp
Indeed
1",1,,
Mile High Joe,@MileHighJoe1,2022-03-09T04:54:59.000Z,"Mile High Joe
@MileHighJoe1
·
Mar 9, 2022Replying to 
@NewmontCorp
Okay I swung by your website to check out your board of directors because I guessed that a mining company would be run by all men and that your tweet about #InternationalWomensDay was  just virtue signaling. 

I’m here to say that I was very wrong. https://newmont.com/about-us/board-of-directors/default.aspx…
1",,,1
SwissTony,@SwissTony32,2022-03-09T02:24:31.000Z,"SwissTony
@SwissTony32
·
Mar 9, 2022Replying to 
@NewmontCorp
2",,,2
Chrysos Corporation,@ChrysosCorp,2022-03-09T02:07:55.000Z,"Chrysos Corporation
@ChrysosCorp
·
Mar 9, 2022Yukon approval for 
@NewmontCorp
 Canadian gold project. The Coffee Gold project comprises four open pit gold mines and one permanent waste rock storage facility. #Canada #gold #mining #technology #ESG https://mining-technology.com/news/newmont-approval-canadian-gold/…",,,
Communist Stock Analysis,@communiststocks,2022-03-08T22:01:23.000Z,"Communist Stock Analysis
@communiststocks
·
Mar 8, 2022Newmont Corp - $NEM

 QUOTE
$NEM was DOWN  on Tue Mar 08
Closed at 77.61 USD for a -0.31% loss from previous close
  

 ANALYSIS
Newmont Corp should be nationalized
☭ ☭ ☭",,,
Marc Bond,@fuckthedip,2022-03-08T20:44:30.000Z,"Marc Bond
@fuckthedip
·
Mar 8, 2022$NEM - NEWMONT CORP
J'ai allégé ma position de 50% l'or est bien monté
Marc Bond
@fuckthedip
·
Feb 11, 2022
$NEM - NEWMONT CORP
L'or nous va si bien
1",,,1
lucky,@Thomas132123,2022-03-08T19:28:52.000Z,"lucky
@Thomas132123
·
Mar 8, 2022Replying to 
@Bitcoin
 and 
@NewmontCorp
I hope to find friends with common interests and discuss them together.
2
1",2,,1
Day Trader Steve,@DayTrader_Steve,2022-03-08T16:55:24.000Z,"Day Trader Steve
@DayTrader_Steve
·
Mar 8, 2022Replying to 
@Jo_Mo_Music
 @Bitcoin
 and 
@NewmontCorp
GIF
ALT",,,
rb.,@NanaYaw40019642,2022-03-08T15:35:07.000Z,"rb.
@NanaYaw40019642
·
Mar 8, 2022Replying to 
@NewmontCorp
Am looking forward to be a member of this company.
I know my dreams will come true.
So help me Lord.
2",,,2
Newmont Corporation,@NewmontCorp,2022-03-08T15:33:16.000Z,"Newmont Corporation
@NewmontCorp
·
Mar 8, 2022This #InternationalWomensDay, we celebrate the achievements of women across our business and join the global call to #BreakTheBias and foster a more equitable world. #IWD2022 #WomenInMining
17
150
2,792",17,150,"2,792"
